typL,liczbaL,typS,liczbS,typP,liczbaP
artylerzysci,364,piechurzy,140,konnica,137
piechurzy,25,konnica,12,piechurzy,464
piechurzy,219,konnica,351,artylerzysci,21
artylerzysci,375,konnica,46,artylerzysci,130
piechurzy,147,konnica,105,piechurzy,78
konnica,59,konnica,156,artylerzysci,30
piechurzy,468,artylerzysci,101,piechurzy,121
artylerzysci,354,artylerzysci,211,artylerzysci,67
konnica,346,artylerzysci,85,piechurzy,56
artylerzysci,490,konnica,93,artylerzysci,2
artylerzysci,363,artylerzysci,73,konnica,23
konnica,427,artylerzysci,24,artylerzysci,22
piechurzy,430,piechurzy,165,piechurzy,143
piechurzy,82,artylerzysci,321,artylerzysci,141
piechurzy,426,konnica,220,konnica,5
konnica,128,artylerzysci,75,konnica,284
piechurzy,292,piechurzy,232,konnica,205
konnica,159,artylerzysci,25,konnica,256
piechurzy,264,piechurzy,218,piechurzy,231
artylerzysci,374,piechurzy,44,konnica,193
artylerzysci,113,artylerzysci,105,piechurzy,296
artylerzysci,18,artylerzysci,273,piechurzy,142
piechurzy,488,piechurzy,185,artylerzysci,114
artylerzysci,141,piechurzy,209,piechurzy,238
piechurzy,105,artylerzysci,363,konnica,8
konnica,487,artylerzysci,9,konnica,1
piechurzy,10,piechurzy,153,piechurzy,157
artylerzysci,62,artylerzysci,246,konnica,147
piechurzy,482,piechurzy,92,piechurzy,177
artylerzysci,418,piechurzy,109,konnica,31
konnica,43,artylerzysci,307,konnica,120
artylerzysci,38,piechurzy,183,konnica,244
piechurzy,13,artylerzysci,83,artylerzysci,11
konnica,439,konnica,30,artylerzysci,11
artylerzysci,278,konnica,35,artylerzysci,131
piechurzy,221,artylerzysci,190,artylerzysci,190
piechurzy,202,piechurzy,133,konnica,223
konnica,92,piechurzy,332,piechurzy,191
piechurzy,422,piechurzy,249,konnica,154
piechurzy,120,artylerzysci,264,artylerzysci,168
konnica,490,piechurzy,5,artylerzysci,9
artylerzysci,61,konnica,364,artylerzysci,47
piechurzy,43,piechurzy,207,artylerzysci,347
artylerzysci,335,konnica,191,artylerzysci,50
konnica,378,artylerzysci,51,artylerzysci,67
piechurzy,371,piechurzy,289,piechurzy,16
piechurzy,147,piechurzy,349,konnica,5
piechurzy,163,konnica,123,piechurzy,247
konnica,329,piechurzy,170,konnica,40
konnica,377,piechurzy,79,konnica,78
artylerzysci,149,konnica,119,konnica,130
piechurzy,257,konnica,137,artylerzysci,231
artylerzysci,138,konnica,51,piechurzy,36
konnica,1,artylerzysci,18,piechurzy,237
piechurzy,247,artylerzysci,157,artylerzysci,104
piechurzy,95,artylerzysci,353,artylerzysci,66
artylerzysci,427,piechurzy,17,konnica,55
piechurzy,499,konnica,123,artylerzysci,124
piechurzy,497,artylerzysci,5,konnica,87
piechurzy,3,piechurzy,483,artylerzysci,184
artylerzysci,245,piechurzy,201,artylerzysci,72
konnica,313,konnica,132,artylerzysci,50
artylerzysci,307,konnica,42,konnica,219
konnica,241,konnica,248,piechurzy,11
piechurzy,247,artylerzysci,133,piechurzy,56
konnica,292,piechurzy,210,piechurzy,43
piechurzy,485,piechurzy,131,artylerzysci,70
konnica,304,piechurzy,151,piechurzy,106
konnica,38,konnica,413,piechurzy,50
artylerzysci,454,konnica,144,piechurzy,12
piechurzy,22,konnica,402,artylerzysci,69
konnica,225,piechurzy,41,konnica,1
konnica,80,artylerzysci,321,piechurzy,167
piechurzy,426,piechurzy,221,konnica,15
artylerzysci,18,konnica,292,artylerzysci,139
konnica,179,konnica,232,piechurzy,90
artylerzysci,329,piechurzy,44,artylerzysci,220
artylerzysci,416,konnica,163,konnica,24
artylerzysci,58,artylerzysci,397,artylerzysci,140
artylerzysci,466,piechurzy,126,artylerzysci,86
konnica,80,konnica,395,piechurzy,2
konnica,294,konnica,73,piechurzy,116
konnica,153,konnica,127,artylerzysci,144
piechurzy,390,artylerzysci,26,piechurzy,182
konnica,147,piechurzy,79,piechurzy,124
artylerzysci,160,artylerzysci,203,konnica,205
piechurzy,105,artylerzysci,210,artylerzysci,97
konnica,403,konnica,2,konnica,51
artylerzysci,334,konnica,103,piechurzy,49
piechurzy,205,konnica,141,konnica,216
konnica,341,artylerzysci,53,artylerzysci,118
artylerzysci,333,piechurzy,225,artylerzysci,126
konnica,138,artylerzysci,117,artylerzysci,3
piechurzy,472,piechurzy,165,artylerzysci,45
artylerzysci,149,artylerzysci,338,konnica,82
artylerzysci,223,konnica,74,piechurzy,243
piechurzy,233,konnica,225,artylerzysci,89
piechurzy,89,konnica,86,piechurzy,268
artylerzysci,494,konnica,56,artylerzysci,24
piechurzy,402,konnica,159,konnica,57
konnica,32,konnica,384,piechurzy,26
piechurzy,103,piechurzy,109,piechurzy,148
artylerzysci,71,piechurzy,129,artylerzysci,81
piechurzy,202,artylerzysci,2,piechurzy,237
piechurzy,131,piechurzy,237,piechurzy,199
konnica,457,piechurzy,43,artylerzysci,11
piechurzy,438,konnica,160,artylerzysci,81
konnica,55,konnica,229,piechurzy,97
artylerzysci,481,artylerzysci,117,konnica,28
piechurzy,394,konnica,21,artylerzysci,231
artylerzysci,154,piechurzy,168,piechurzy,163
piechurzy,278,konnica,68,konnica,207
piechurzy,114,piechurzy,262,piechurzy,267
konnica,176,konnica,260,konnica,60
konnica,177,artylerzysci,163,artylerzysci,147
konnica,262,piechurzy,128,piechurzy,31
konnica,157,konnica,14,piechurzy,201
piechurzy,106,artylerzysci,181,konnica,292
artylerzysci,221,konnica,132,konnica,162
konnica,495,piechurzy,6,artylerzysci,4
artylerzysci,183,artylerzysci,172,piechurzy,123
piechurzy,245,artylerzysci,129,artylerzysci,55
konnica,135,konnica,245,artylerzysci,41
piechurzy,42,piechurzy,389,piechurzy,24
konnica,168,konnica,320,konnica,5
piechurzy,358,piechurzy,178,piechurzy,10
konnica,199,konnica,82,konnica,179
artylerzysci,382,artylerzysci,67,piechurzy,157
piechurzy,27,artylerzysci,456,artylerzysci,116
artylerzysci,325,konnica,211,artylerzysci,33
konnica,440,artylerzysci,8,piechurzy,39
piechurzy,20,piechurzy,385,artylerzysci,208
piechurzy,411,artylerzysci,25,artylerzysci,151
artylerzysci,332,artylerzysci,162,konnica,20
artylerzysci,425,artylerzysci,71,konnica,107
piechurzy,276,konnica,34,konnica,127
piechurzy,411,piechurzy,2,konnica,244
artylerzysci,466,konnica,136,piechurzy,7
piechurzy,482,artylerzysci,102,piechurzy,102
piechurzy,115,artylerzysci,6,konnica,243
artylerzysci,291,piechurzy,253,piechurzy,144
piechurzy,500,artylerzysci,5,artylerzysci,38
artylerzysci,208,artylerzysci,310,konnica,46
artylerzysci,37,artylerzysci,400,piechurzy,135
piechurzy,404,artylerzysci,244,piechurzy,81
piechurzy,487,artylerzysci,71,artylerzysci,114
artylerzysci,402,piechurzy,108,piechurzy,72
piechurzy,346,artylerzysci,240,konnica,94
piechurzy,331,artylerzysci,134,konnica,64
piechurzy,332,piechurzy,20,konnica,138
konnica,220,piechurzy,8,konnica,136
konnica,140,konnica,35,artylerzysci,221
konnica,406,konnica,90,piechurzy,4
konnica,210,artylerzysci,45,artylerzysci,119
piechurzy,28,konnica,410,artylerzysci,9
artylerzysci,373,konnica,79,piechurzy,14
piechurzy,266,artylerzysci,72,piechurzy,235
artylerzysci,273,artylerzysci,196,konnica,84
konnica,144,konnica,199,konnica,112
artylerzysci,159,artylerzysci,159,piechurzy,73
piechurzy,90,artylerzysci,325,artylerzysci,117
artylerzysci,415,piechurzy,79,piechurzy,74
artylerzysci,452,konnica,124,konnica,12
artylerzysci,308,konnica,177,artylerzysci,90
artylerzysci,356,piechurzy,136,artylerzysci,158
konnica,346,piechurzy,29,konnica,96
artylerzysci,153,piechurzy,309,konnica,157
piechurzy,373,konnica,186,konnica,44
konnica,83,piechurzy,102,konnica,185
piechurzy,331,piechurzy,301,artylerzysci,97
konnica,8,artylerzysci,42,konnica,339
konnica,137,piechurzy,307,artylerzysci,87
artylerzysci,442,konnica,105,piechurzy,22
piechurzy,96,konnica,439,konnica,12
piechurzy,455,piechurzy,273,konnica,80
artylerzysci,84,konnica,384,konnica,15
piechurzy,107,piechurzy,401,artylerzysci,164
artylerzysci,187,konnica,162,piechurzy,41
artylerzysci,294,artylerzysci,240,konnica,45
konnica,159,artylerzysci,228,piechurzy,31
piechurzy,243,piechurzy,161,artylerzysci,45
artylerzysci,172,artylerzysci,277,artylerzysci,91
konnica,187,piechurzy,102,konnica,134
piechurzy,499,artylerzysci,28,piechurzy,56
artylerzysci,457,konnica,16,artylerzysci,73
artylerzysci,436,artylerzysci,117,artylerzysci,82
konnica,87,konnica,154,artylerzysci,158
piechurzy,197,artylerzysci,323,artylerzysci,54
artylerzysci,119,konnica,239,konnica,43
piechurzy,58,konnica,248,piechurzy,187
piechurzy,388,konnica,127,artylerzysci,53
konnica,35,artylerzysci,273,konnica,106
piechurzy,168,piechurzy,88,artylerzysci,35
piechurzy,35,piechurzy,79,artylerzysci,406
konnica,310,artylerzysci,141,artylerzysci,81
artylerzysci,80,piechurzy,175,konnica,311
konnica,62,piechurzy,121,piechurzy,129
artylerzysci,313,artylerzysci,161,konnica,64
konnica,176,piechurzy,162,piechurzy,240
piechurzy,72,artylerzysci,100,piechurzy,335
piechurzy,469,piechurzy,193,piechurzy,125
artylerzysci,13,artylerzysci,272,artylerzysci,154
piechurzy,436,artylerzysci,163,artylerzysci,145
piechurzy,37,konnica,64,konnica,191
piechurzy,282,konnica,30,artylerzysci,16
konnica,415,konnica,21,konnica,47
konnica,469,konnica,17,konnica,7
piechurzy,345,konnica,174,artylerzysci,57
artylerzysci,185,piechurzy,237,artylerzysci,113
artylerzysci,45,konnica,138,artylerzysci,328
piechurzy,283,piechurzy,96,piechurzy,283
konnica,54,konnica,256,piechurzy,21
artylerzysci,8,piechurzy,447,artylerzysci,164
piechurzy,147,artylerzysci,327,piechurzy,56
piechurzy,462,konnica,214,piechurzy,8
piechurzy,341,piechurzy,270,piechurzy,129
piechurzy,223,piechurzy,62,konnica,185
konnica,442,konnica,41,artylerzysci,19
konnica,343,artylerzysci,36,piechurzy,60
konnica,163,artylerzysci,146,konnica,201
konnica,468,piechurzy,27,artylerzysci,7
konnica,306,konnica,13,artylerzysci,81
piechurzy,282,artylerzysci,115,artylerzysci,191
konnica,92,konnica,11,piechurzy,85
konnica,464,konnica,31,artylerzysci,7
piechurzy,376,artylerzysci,273,piechurzy,54
artylerzysci,469,artylerzysci,76,artylerzysci,16
piechurzy,208,piechurzy,72,artylerzysci,251
piechurzy,293,piechurzy,219,piechurzy,116
artylerzysci,179,piechurzy,334,konnica,99
konnica,477,piechurzy,13,artylerzysci,2
artylerzysci,476,piechurzy,102,artylerzysci,25
artylerzysci,464,artylerzysci,73,artylerzysci,34
piechurzy,65,piechurzy,348,konnica,56
artylerzysci,459,artylerzysci,8,artylerzysci,104
artylerzysci,309,artylerzysci,6,artylerzysci,45
artylerzysci,117,artylerzysci,211,artylerzysci,188
piechurzy,111,artylerzysci,205,piechurzy,125
artylerzysci,48,konnica,41,konnica,84
piechurzy,80,piechurzy,315,konnica,143
piechurzy,355,konnica,261,konnica,49
artylerzysci,366,konnica,107,konnica,13
konnica,189,piechurzy,175,artylerzysci,23
konnica,470,piechurzy,32,konnica,9
artylerzysci,35,artylerzysci,412,artylerzysci,57
artylerzysci,338,konnica,197,piechurzy,48
piechurzy,490,artylerzysci,3,artylerzysci,40
konnica,490,artylerzysci,11,konnica,3
piechurzy,67,konnica,350,konnica,102
artylerzysci,420,konnica,122,piechurzy,48
piechurzy,417,artylerzysci,22,konnica,241
artylerzysci,432,artylerzysci,159,piechurzy,5
konnica,186,piechurzy,43,piechurzy,60
piechurzy,455,artylerzysci,192,artylerzysci,1
konnica,38,konnica,317,konnica,93
piechurzy,334,piechurzy,98,artylerzysci,120
artylerzysci,279,konnica,258,artylerzysci,22
piechurzy,360,artylerzysci,246,artylerzysci,61
konnica,419,piechurzy,58,konnica,7
artylerzysci,321,konnica,25,piechurzy,118
piechurzy,138,artylerzysci,133,artylerzysci,216
artylerzysci,297,konnica,111,artylerzysci,52
piechurzy,258,piechurzy,94,artylerzysci,125
artylerzysci,50,artylerzysci,315,piechurzy,179
artylerzysci,26,konnica,85,piechurzy,380
konnica,53,piechurzy,133,piechurzy,94
konnica,365,artylerzysci,6,artylerzysci,113
konnica,25,artylerzysci,240,piechurzy,268
konnica,103,piechurzy,210,artylerzysci,217
artylerzysci,110,konnica,264,piechurzy,83
piechurzy,60,piechurzy,452,konnica,205
piechurzy,429,artylerzysci,248,artylerzysci,13
artylerzysci,10,piechurzy,334,piechurzy,248
artylerzysci,55,artylerzysci,377,konnica,176
konnica,404,konnica,44,artylerzysci,38
piechurzy,384,konnica,78,artylerzysci,79
piechurzy,272,konnica,307,piechurzy,40
piechurzy,167,artylerzysci,409,konnica,74
piechurzy,153,piechurzy,343,konnica,246
artylerzysci,70,artylerzysci,216,artylerzysci,170
konnica,100,konnica,212,piechurzy,143
konnica,496,artylerzysci,4,konnica,1
konnica,189,konnica,304,artylerzysci,7
artylerzysci,218,konnica,6,piechurzy,62
artylerzysci,15,artylerzysci,261,artylerzysci,97
piechurzy,206,artylerzysci,359,artylerzysci,75
piechurzy,230,piechurzy,174,piechurzy,72
konnica,406,konnica,25,piechurzy,8
konnica,342,artylerzysci,158,piechurzy,13
artylerzysci,319,artylerzysci,74,piechurzy,145
artylerzysci,388,piechurzy,58,konnica,14
konnica,244,piechurzy,28,artylerzysci,242
konnica,178,artylerzysci,227,konnica,90
artylerzysci,295,piechurzy,119,piechurzy,68
piechurzy,174,piechurzy,33,piechurzy,171
artylerzysci,461,piechurzy,34,konnica,124
konnica,64,piechurzy,61,artylerzysci,14
konnica,295,piechurzy,176,piechurzy,65
piechurzy,3,konnica,368,piechurzy,40
konnica,92,piechurzy,313,konnica,232
artylerzysci,162,artylerzysci,140,piechurzy,157
piechurzy,307,piechurzy,1,artylerzysci,12
konnica,70,piechurzy,217,artylerzysci,118
artylerzysci,293,konnica,88,konnica,159
piechurzy,233,piechurzy,147,konnica,51
artylerzysci,113,artylerzysci,223,konnica,95
artylerzysci,105,piechurzy,408,konnica,5
piechurzy,150,konnica,4,konnica,185
piechurzy,31,konnica,192,piechurzy,155
artylerzysci,196,konnica,236,konnica,44
konnica,279,piechurzy,135,konnica,59
piechurzy,300,artylerzysci,5,artylerzysci,184
konnica,198,konnica,44,konnica,228
konnica,273,konnica,179,piechurzy,29
piechurzy,119,konnica,369,konnica,8
artylerzysci,343,artylerzysci,116,piechurzy,42
konnica,302,piechurzy,116,piechurzy,55
artylerzysci,112,konnica,357,artylerzysci,14
piechurzy,378,konnica,49,piechurzy,14
konnica,415,piechurzy,64,konnica,52
piechurzy,46,piechurzy,76,piechurzy,30
konnica,474,konnica,7,artylerzysci,15
konnica,345,piechurzy,19,konnica,66
konnica,282,piechurzy,143,artylerzysci,114
piechurzy,314,piechurzy,2,konnica,60
piechurzy,240,artylerzysci,255,konnica,24
artylerzysci,499,konnica,95,piechurzy,22
artylerzysci,196,artylerzysci,224,piechurzy,60
artylerzysci,262,piechurzy,35,konnica,134
piechurzy,372,artylerzysci,39,piechurzy,92
konnica,471,piechurzy,3,piechurzy,15
artylerzysci,263,konnica,119,piechurzy,178
konnica,409,piechurzy,35,konnica,37
piechurzy,112,artylerzysci,322,artylerzysci,173
konnica,494,piechurzy,6,konnica,4
piechurzy,49,konnica,363,konnica,54
konnica,400,artylerzysci,69,piechurzy,15
artylerzysci,196,piechurzy,120,artylerzysci,174
artylerzysci,240,artylerzysci,111,konnica,109
artylerzysci,76,piechurzy,35,artylerzysci,358
artylerzysci,331,piechurzy,178,piechurzy,158
konnica,116,piechurzy,152,konnica,219
konnica,218,artylerzysci,49,piechurzy,16
artylerzysci,149,konnica,335,piechurzy,10
piechurzy,270,konnica,29,piechurzy,157
piechurzy,47,konnica,195,konnica,85
konnica,193,artylerzysci,172,artylerzysci,8
piechurzy,231,konnica,109,konnica,110
piechurzy,1,piechurzy,29,piechurzy,100
piechurzy,127,piechurzy,415,piechurzy,61
piechurzy,168,piechurzy,280,konnica,7
konnica,212,artylerzysci,270,artylerzysci,16
konnica,362,konnica,50,konnica,80
konnica,324,artylerzysci,147,piechurzy,15
konnica,278,piechurzy,65,artylerzysci,42
konnica,365,piechurzy,19,piechurzy,85
konnica,200,artylerzysci,166,artylerzysci,46
piechurzy,24,piechurzy,75,artylerzysci,195
konnica,325,konnica,128,artylerzysci,46
konnica,39,konnica,15,artylerzysci,367
konnica,171,piechurzy,310,piechurzy,144
artylerzysci,472,artylerzysci,26,artylerzysci,34
piechurzy,502,konnica,98,piechurzy,109
piechurzy,470,piechurzy,227,konnica,150
artylerzysci,485,konnica,60,artylerzysci,34
piechurzy,446,artylerzysci,214,konnica,54
artylerzysci,402,artylerzysci,174,artylerzysci,8
piechurzy,345,konnica,132,piechurzy,182
konnica,490,piechurzy,7,piechurzy,7
piechurzy,429,piechurzy,84,konnica,66
konnica,122,artylerzysci,30,konnica,19
piechurzy,67,konnica,321,artylerzysci,84
piechurzy,330,artylerzysci,306,piechurzy,88
artylerzysci,271,piechurzy,160,piechurzy,126
artylerzysci,443,piechurzy,57,konnica,87
artylerzysci,206,piechurzy,68,konnica,99
konnica,442,konnica,42,artylerzysci,5
artylerzysci,449,konnica,156,konnica,3
konnica,149,piechurzy,150,piechurzy,262
artylerzysci,390,konnica,102,artylerzysci,2
konnica,116,konnica,373,artylerzysci,2
konnica,253,artylerzysci,80,artylerzysci,52
piechurzy,395,piechurzy,155,konnica,75
konnica,361,artylerzysci,101,konnica,54
piechurzy,239,artylerzysci,28,konnica,47
artylerzysci,388,piechurzy,121,artylerzysci,124
artylerzysci,32,piechurzy,141,piechurzy,400
artylerzysci,369,konnica,16,artylerzysci,203
konnica,322,artylerzysci,71,piechurzy,86
artylerzysci,191,artylerzysci,249,artylerzysci,21
konnica,73,konnica,214,piechurzy,189
konnica,42,piechurzy,170,artylerzysci,47
artylerzysci,81,piechurzy,166,artylerzysci,286
artylerzysci,195,konnica,132,konnica,168
konnica,331,piechurzy,102,konnica,17
konnica,402,piechurzy,56,piechurzy,15
piechurzy,117,piechurzy,178,piechurzy,291
artylerzysci,9,piechurzy,439,artylerzysci,68
artylerzysci,21,konnica,185,konnica,297
konnica,105,piechurzy,280,piechurzy,172
konnica,348,piechurzy,12,artylerzysci,17
artylerzysci,100,artylerzysci,333,piechurzy,111
konnica,460,piechurzy,33,konnica,15
artylerzysci,193,piechurzy,67,konnica,92
artylerzysci,304,piechurzy,95,konnica,147
konnica,135,konnica,320,piechurzy,38
artylerzysci,239,artylerzysci,132,piechurzy,223
konnica,441,artylerzysci,41,artylerzysci,27
piechurzy,267,artylerzysci,319,artylerzysci,74
konnica,347,artylerzysci,10,piechurzy,8
artylerzysci,111,konnica,19,artylerzysci,83
konnica,310,piechurzy,79,konnica,37
piechurzy,7,piechurzy,180,konnica,42
piechurzy,346,konnica,87,konnica,192
artylerzysci,258,artylerzysci,303,konnica,35
konnica,34,konnica,438,piechurzy,6
piechurzy,416,konnica,66,piechurzy,57
konnica,166,artylerzysci,47,konnica,39
piechurzy,497,konnica,107,konnica,87
artylerzysci,465,piechurzy,74,artylerzysci,105
piechurzy,471,piechurzy,14,konnica,6
konnica,386,artylerzysci,54,konnica,39
artylerzysci,191,konnica,32,konnica,17
konnica,347,piechurzy,13,konnica,113
konnica,123,konnica,188,konnica,166
piechurzy,285,konnica,75,piechurzy,135
konnica,234,piechurzy,226,artylerzysci,32
artylerzysci,187,artylerzysci,111,artylerzysci,241
artylerzysci,198,artylerzysci,71,konnica,11
artylerzysci,20,piechurzy,219,piechurzy,9
konnica,201,konnica,148,artylerzysci,135
artylerzysci,187,artylerzysci,291,konnica,103
artylerzysci,133,piechurzy,44,piechurzy,217
piechurzy,418,artylerzysci,279,konnica,14
piechurzy,460,piechurzy,14,artylerzysci,255
piechurzy,472,piechurzy,114,artylerzysci,95
artylerzysci,139,artylerzysci,42,konnica,209
konnica,48,artylerzysci,48,konnica,413
artylerzysci,367,piechurzy,214,artylerzysci,64
konnica,365,artylerzysci,121,piechurzy,31
artylerzysci,69,konnica,398,konnica,26
piechurzy,320,artylerzysci,64,piechurzy,288
artylerzysci,432,piechurzy,43,piechurzy,131
piechurzy,105,piechurzy,60,artylerzysci,254
piechurzy,262,artylerzysci,140,artylerzysci,209
piechurzy,2,konnica,235,piechurzy,211
artylerzysci,469,konnica,92,konnica,25
konnica,372,artylerzysci,77,konnica,18
konnica,485,konnica,3,artylerzysci,13
artylerzysci,280,piechurzy,8,piechurzy,272
artylerzysci,283,artylerzysci,205,piechurzy,65
artylerzysci,495,piechurzy,46,piechurzy,81
artylerzysci,222,konnica,204,piechurzy,73
artylerzysci,182,konnica,97,artylerzysci,39
piechurzy,406,piechurzy,266,konnica,97
artylerzysci,355,konnica,138,artylerzysci,15
artylerzysci,393,artylerzysci,85,piechurzy,19
piechurzy,89,artylerzysci,307,konnica,26
artylerzysci,379,artylerzysci,146,artylerzysci,78
konnica,234,konnica,61,piechurzy,148
artylerzysci,353,konnica,172,piechurzy,62
konnica,275,konnica,120,piechurzy,76
konnica,141,artylerzysci,225,konnica,128
artylerzysci,200,artylerzysci,106,piechurzy,268
artylerzysci,202,konnica,31,konnica,149
artylerzysci,346,artylerzysci,164,konnica,95
konnica,286,piechurzy,148,piechurzy,127
konnica,213,piechurzy,289,konnica,40
artylerzysci,207,konnica,319,piechurzy,14
artylerzysci,166,piechurzy,217,piechurzy,177
piechurzy,406,piechurzy,19,artylerzysci,252
artylerzysci,325,piechurzy,101,piechurzy,205
